 Loading config:../cfg/test1.csv                                                                
 Reading configuration from file '../cfg/test1.csv                                                                '
 NPTS=        1800
 RANDOMSEED=   0.0000000000000000     
 Read           0  events from ../cfg/test1.csv                                                                .
 TEINIT> Init...
 Random number generation: seed=   0.0000000000000000     
 SETPOINT  9 CHANGE:   238.49984-->   238.50684
 SETPOINT  4 CHANGE:    12.09604-->    12.09538
 SETPOINT 10 CHANGE:    85.65468-->    85.72643
 SETPOINT  9 CHANGE:   238.50684-->   238.51370
 SETPOINT  4 CHANGE:    12.09538-->    12.09469
 SETPOINT 10 CHANGE:    85.72643-->    85.79961
 SETPOINT  9 CHANGE:   238.51370-->   238.52041
 SETPOINT  4 CHANGE:    12.09469-->    12.09395
 SETPOINT 10 CHANGE:    85.79961-->    85.87152
 SETPOINT  9 CHANGE:   238.52041-->   238.52697
 SETPOINT  4 CHANGE:    12.09395-->    12.09317
 SETPOINT 10 CHANGE:    85.87152-->    85.93958
 SETPOINT  9 CHANGE:   238.52697-->   238.53340
 SETPOINT  4 CHANGE:    12.09317-->    12.09233
 SETPOINT 10 CHANGE:    85.93958-->    86.00134
 SETPOINT  9 CHANGE:   238.53340-->   238.53969
 SETPOINT  4 CHANGE:    12.09233-->    12.09144
 SETPOINT 10 CHANGE:    86.00134-->    86.05454
 SETPOINT  9 CHANGE:   238.53969-->   238.54585
 SETPOINT  4 CHANGE:    12.09144-->    12.09048
 SETPOINT 10 CHANGE:    86.05454-->    86.09719
 SETPOINT  9 CHANGE:   238.54585-->   238.55187
 SETPOINT  4 CHANGE:    12.09048-->    12.08947
 SETPOINT 10 CHANGE:    86.09719-->    86.12759
 SETPOINT  9 CHANGE:   238.55187-->   238.55776
 SETPOINT  4 CHANGE:    12.08947-->    12.08838
 SETPOINT 10 CHANGE:    86.12759-->    86.14438
 SETPOINT  9 CHANGE:   238.55776-->   238.56353
 SETPOINT  4 CHANGE:    12.08838-->    12.08724
 SETPOINT 10 CHANGE:    86.14438-->    86.14654
 SETPOINT  9 CHANGE:   238.56353-->   238.56916
 SETPOINT  4 CHANGE:    12.08724-->    12.08602
 SETPOINT 10 CHANGE:    86.14654-->    86.13347
 SETPOINT  9 CHANGE:   238.56916-->   238.57468
 SETPOINT  4 CHANGE:    12.08602-->    12.08474
 SETPOINT 10 CHANGE:    86.13347-->    86.10491
 SETPOINT  9 CHANGE:   238.57468-->   238.58007
 SETPOINT  4 CHANGE:    12.08474-->    12.08339
 SETPOINT 10 CHANGE:    86.10491-->    86.06102
 SETPOINT  9 CHANGE:   238.58007-->   238.58535
 SETPOINT  4 CHANGE:    12.08339-->    12.08199
 SETPOINT 10 CHANGE:    86.06102-->    86.00234
 SETPOINT  9 CHANGE:   238.58535-->   238.59051
 SETPOINT  4 CHANGE:    12.08199-->    12.08052
 SETPOINT 10 CHANGE:    86.00234-->    85.92978
 SETPOINT  9 CHANGE:   238.59051-->   238.59556
 SETPOINT  4 CHANGE:    12.08052-->    12.07900
 SETPOINT 10 CHANGE:    85.92978-->    85.84457
 SETPOINT  9 CHANGE:   238.59556-->   238.60049
 SETPOINT  4 CHANGE:    12.07900-->    12.07743
 SETPOINT 10 CHANGE:    85.84457-->    85.74826
 SETPOINT  9 CHANGE:   238.60049-->   238.60532
 SETPOINT  4 CHANGE:    12.07743-->    12.07582
 SETPOINT 10 CHANGE:    85.74826-->    85.64265
 SETPOINT  9 CHANGE:   238.60532-->   238.61003
 SETPOINT  4 CHANGE:    12.07582-->    12.07416
 SETPOINT 10 CHANGE:    85.64265-->    85.52978
 SETPOINT  9 CHANGE:   238.61003-->   238.61464
 SETPOINT  4 CHANGE:    12.07416-->    12.07248
 SETPOINT 10 CHANGE:    85.52978-->    85.41185
 SETPOINT  9 CHANGE:   238.61464-->   238.61915
 SETPOINT  4 CHANGE:    12.07248-->    12.07077
 SETPOINT 10 CHANGE:    85.41185-->    85.29115
 SETPOINT  9 CHANGE:   238.61915-->   238.62356
 SETPOINT  4 CHANGE:    12.07077-->    12.06903
 SETPOINT 10 CHANGE:    85.29115-->    85.17005
 SETPOINT  9 CHANGE:   238.62356-->   238.62787
 SETPOINT  4 CHANGE:    12.06903-->    12.06729
 SETPOINT 10 CHANGE:    85.17005-->    85.05092
 SETPOINT  9 CHANGE:   238.62787-->   238.63208
 SETPOINT  4 CHANGE:    12.06729-->    12.06554
 SETPOINT 10 CHANGE:    85.05092-->    84.93605
 SETPOINT  9 CHANGE:   238.63208-->   238.63620
 SETPOINT  4 CHANGE:    12.06554-->    12.06378
 SETPOINT 10 CHANGE:    84.93605-->    84.82764
 SETPOINT  9 CHANGE:   238.63620-->   238.64023
 SETPOINT  4 CHANGE:    12.06378-->    12.06203
 SETPOINT 10 CHANGE:    84.82764-->    84.72771
 SETPOINT  9 CHANGE:   238.64023-->   238.64416
 SETPOINT  4 CHANGE:    12.06203-->    12.06029
 SETPOINT 10 CHANGE:    84.72771-->    84.63809
 SETPOINT  9 CHANGE:   238.64416-->   238.64801
 SETPOINT  4 CHANGE:    12.06029-->    12.05855
 SETPOINT 10 CHANGE:    84.63809-->    84.56033
 SETPOINT  9 CHANGE:   238.64801-->   238.65178
 SETPOINT  4 CHANGE:    12.05855-->    12.05684
 SETPOINT 10 CHANGE:    84.56033-->    84.49574
 SETPOINT  9 CHANGE:   238.65178-->   238.65546
 SETPOINT  4 CHANGE:    12.05684-->    12.05513
 SETPOINT 10 CHANGE:    84.49574-->    84.44528
 SETPOINT  9 CHANGE:   238.65546-->   238.65906
 SETPOINT  4 CHANGE:    12.05513-->    12.05345
 SETPOINT 10 CHANGE:    84.44528-->    84.40961
 SETPOINT  9 CHANGE:   238.65906-->   238.66258
 SETPOINT  4 CHANGE:    12.05345-->    12.05179
 SETPOINT 10 CHANGE:    84.40961-->    84.38903
 SETPOINT  9 CHANGE:   238.66258-->   238.66603
 SETPOINT  4 CHANGE:    12.05179-->    12.05014
 SETPOINT 10 CHANGE:    84.38903-->    84.38351
 SETPOINT  9 CHANGE:   238.66603-->   238.66940
 SETPOINT  4 CHANGE:    12.05014-->    12.04852
 SETPOINT 10 CHANGE:    84.38351-->    84.39269
 SETPOINT  9 CHANGE:   238.66940-->   238.67271
 SETPOINT  4 CHANGE:    12.04852-->    12.04691
 SETPOINT 10 CHANGE:    84.39269-->    84.41588
 SETPOINT  9 CHANGE:   238.67271-->   238.67594
 SETPOINT  4 CHANGE:    12.04691-->    12.04531
 SETPOINT 10 CHANGE:    84.41588-->    84.45209
 SETPOINT  9 CHANGE:   238.67594-->   238.67911
 SETPOINT  4 CHANGE:    12.04531-->    12.04373
 SETPOINT 10 CHANGE:    84.45209-->    84.50005
 SETPOINT  9 CHANGE:   238.67911-->   238.68221
 SETPOINT  4 CHANGE:    12.04373-->    12.04215
 SETPOINT 10 CHANGE:    84.50005-->    84.55828
 SETPOINT  9 CHANGE:   238.68221-->   238.68526
 SETPOINT  4 CHANGE:    12.04215-->    12.04058
 SETPOINT 10 CHANGE:    84.55828-->    84.62506
 SETPOINT  9 CHANGE:   238.68526-->   238.68825
 SETPOINT  4 CHANGE:    12.04058-->    12.03900
 SETPOINT 10 CHANGE:    84.62506-->    84.69854
 SETPOINT  9 CHANGE:   238.68825-->   238.69118
 SETPOINT  4 CHANGE:    12.03900-->    12.03742
 SETPOINT 10 CHANGE:    84.69854-->    84.77674
 SETPOINT  9 CHANGE:   238.69118-->   238.69405
 SETPOINT  4 CHANGE:    12.03742-->    12.03583
 SETPOINT 10 CHANGE:    84.77674-->    84.85763
 SETPOINT  9 CHANGE:   238.69405-->   238.69688
 SETPOINT  4 CHANGE:    12.03583-->    12.03423
 SETPOINT 10 CHANGE:    84.85763-->    84.93916
 SETPOINT  9 CHANGE:   238.69688-->   238.69966
 SETPOINT  4 CHANGE:    12.03423-->    12.03261
 SETPOINT 10 CHANGE:    84.93916-->    85.01930
 SETPOINT  9 CHANGE:   238.69966-->   238.70239
 SETPOINT  4 CHANGE:    12.03261-->    12.03097
 SETPOINT 10 CHANGE:    85.01930-->    85.09611
 SETPOINT  9 CHANGE:   238.70239-->   238.70507
 SETPOINT  4 CHANGE:    12.03097-->    12.02930
 SETPOINT 10 CHANGE:    85.09611-->    85.16777
 SETPOINT  9 CHANGE:   238.70507-->   238.70772
 SETPOINT  4 CHANGE:    12.02930-->    12.02760
 SETPOINT 10 CHANGE:    85.16777-->    85.23261
 SETPOINT  3 CHANGE:     0.55640-->     0.47767
 SETPOINT  1 CHANGE:  3986.26581-->  4076.07179
 SETPOINT  2 CHANGE:  4827.30707-->  4950.19833
 SETPOINT  6 CHANGE:     0.20183-->     0.21774
 SETPOINT  9 CHANGE:   238.70772-->   238.71033
 SETPOINT  4 CHANGE:    12.02760-->    12.02587
 SETPOINT 10 CHANGE:    85.23261-->    85.28917
 SETPOINT  9 CHANGE:   238.71033-->   238.71290
 SETPOINT  4 CHANGE:    12.02587-->    12.02411
 SETPOINT 10 CHANGE:    85.28917-->    85.33621
 SETPOINT  9 CHANGE:   238.71290-->   238.71543
 SETPOINT  4 CHANGE:    12.02411-->    12.02231
 SETPOINT 10 CHANGE:    85.33621-->    85.37316
 SETPOINT  9 CHANGE:   238.71543-->   238.71793
 SETPOINT  4 CHANGE:    12.02231-->    12.02048
 SETPOINT 10 CHANGE:    85.37316-->    85.39907
 SETPOINT  9 CHANGE:   238.71793-->   238.72041
 SETPOINT  4 CHANGE:    12.02048-->    12.01860
 SETPOINT 10 CHANGE:    85.39907-->    85.41254
 SETPOINT  9 CHANGE:   238.72041-->   238.72285
 SETPOINT  4 CHANGE:    12.01860-->    12.01667
 SETPOINT 10 CHANGE:    85.41254-->    85.41282
 SETPOINT  9 CHANGE:   238.72285-->   238.72527
 SETPOINT  4 CHANGE:    12.01667-->    12.01470
 SETPOINT 10 CHANGE:    85.41282-->    85.39984
 SETPOINT  9 CHANGE:   238.72527-->   238.72767
 SETPOINT  4 CHANGE:    12.01470-->    12.01268
 SETPOINT 10 CHANGE:    85.39984-->    85.37401
 SETPOINT  9 CHANGE:   238.72767-->   238.73004
 SETPOINT  4 CHANGE:    12.01268-->    12.01062
 SETPOINT 10 CHANGE:    85.37401-->    85.33604
 SETPOINT  9 CHANGE:   238.73004-->   238.73239
 SETPOINT  4 CHANGE:    12.01062-->    12.00853
 SETPOINT 10 CHANGE:    85.33604-->    85.28694
 SETPOINT  9 CHANGE:   238.73239-->   238.73473
 SETPOINT  4 CHANGE:    12.00853-->    12.00640
 SETPOINT 10 CHANGE:    85.28694-->    85.22794
 SETPOINT  9 CHANGE:   238.73473-->   238.73705
 SETPOINT  4 CHANGE:    12.00640-->    12.00425
 SETPOINT 10 CHANGE:    85.22794-->    85.16055
 SETPOINT  9 CHANGE:   238.73705-->   238.73936
 SETPOINT  4 CHANGE:    12.00425-->    12.00207
 SETPOINT 10 CHANGE:    85.16055-->    85.08644
 SETPOINT  9 CHANGE:   238.73936-->   238.74165
 SETPOINT  4 CHANGE:    12.00207-->    11.99988
 SETPOINT 10 CHANGE:    85.08644-->    85.00744
 SETPOINT  9 CHANGE:   238.74165-->   238.74393
 SETPOINT  4 CHANGE:    11.99988-->    11.99767
 SETPOINT 10 CHANGE:    85.00744-->    84.92550
 SETPOINT  9 CHANGE:   238.74393-->   238.74621
 SETPOINT  4 CHANGE:    11.99767-->    11.99546
 SETPOINT 10 CHANGE:    84.92550-->    84.84263
 SETPOINT  9 CHANGE:   238.74621-->   238.74848
 SETPOINT  4 CHANGE:    11.99546-->    11.99324
 SETPOINT 10 CHANGE:    84.84263-->    84.76082
 SETPOINT  9 CHANGE:   238.74848-->   238.75074
 SETPOINT  4 CHANGE:    11.99324-->    11.99103
 SETPOINT 10 CHANGE:    84.76082-->    84.68207
 SETPOINT  9 CHANGE:   238.75074-->   238.75301
 SETPOINT  4 CHANGE:    11.99103-->    11.98882
 SETPOINT 10 CHANGE:    84.68207-->    84.60827
 SETPOINT  9 CHANGE:   238.75301-->   238.75527
 SETPOINT  4 CHANGE:    11.98882-->    11.98663
 SETPOINT 10 CHANGE:    84.60827-->    84.54117
 SETPOINT  9 CHANGE:   238.75527-->   238.75753
 SETPOINT  4 CHANGE:    11.98663-->    11.98446
 SETPOINT 10 CHANGE:    84.54117-->    84.48238
 SETPOINT  9 CHANGE:   238.75753-->   238.75979
 SETPOINT  4 CHANGE:    11.98446-->    11.98230
 SETPOINT 10 CHANGE:    84.48238-->    84.43329
 SETPOINT  9 CHANGE:   238.75979-->   238.76206
 SETPOINT  4 CHANGE:    11.98230-->    11.98017
 SETPOINT 10 CHANGE:    84.43329-->    84.39508
 SETPOINT  9 CHANGE:   238.76206-->   238.76434
 SETPOINT  4 CHANGE:    11.98017-->    11.97807
 SETPOINT 10 CHANGE:    84.39508-->    84.36864
 SETPOINT  9 CHANGE:   238.76434-->   238.76662
 SETPOINT  4 CHANGE:    11.97807-->    11.97599
 SETPOINT 10 CHANGE:    84.36864-->    84.35462
 SETPOINT  9 CHANGE:   238.76662-->   238.76892
 SETPOINT  4 CHANGE:    11.97599-->    11.97395
 SETPOINT 10 CHANGE:    84.35462-->    84.35335
 SETPOINT  9 CHANGE:   238.76892-->   238.77122
 SETPOINT  4 CHANGE:    11.97395-->    11.97193
 SETPOINT 10 CHANGE:    84.35335-->    84.36492
 SETPOINT  9 CHANGE:   238.77122-->   238.77355
 SETPOINT  4 CHANGE:    11.97193-->    11.96993
 SETPOINT 10 CHANGE:    84.36492-->    84.38907
 SETPOINT  9 CHANGE:   238.77355-->   238.77588
 SETPOINT  4 CHANGE:    11.96993-->    11.96797
 SETPOINT 10 CHANGE:    84.38907-->    84.42533
 SETPOINT  9 CHANGE:   238.77588-->   238.77824
 SETPOINT  4 CHANGE:    11.96797-->    11.96603
 SETPOINT 10 CHANGE:    84.42533-->    84.47293
 SETPOINT  9 CHANGE:   238.77824-->   238.78061
 SETPOINT  4 CHANGE:    11.96603-->    11.96411
 SETPOINT 10 CHANGE:    84.47293-->    84.53086
 SETPOINT  9 CHANGE:   238.78061-->   238.78301
 SETPOINT  4 CHANGE:    11.96411-->    11.96221
 SETPOINT 10 CHANGE:    84.53086-->    84.59792
 SETPOINT  9 CHANGE:   238.78301-->   238.78543
 SETPOINT  4 CHANGE:    11.96221-->    11.96033
 SETPOINT 10 CHANGE:    84.59792-->    84.67271
 SETPOINT  9 CHANGE:   238.78543-->   238.78788
 SETPOINT  4 CHANGE:    11.96033-->    11.95846
 SETPOINT 10 CHANGE:    84.67271-->    84.75368
 SETPOINT  9 CHANGE:   238.78788-->   238.79035
 SETPOINT  4 CHANGE:    11.95846-->    11.95660
 SETPOINT 10 CHANGE:    84.75368-->    84.83920
 SETPOINT  9 CHANGE:   238.79035-->   238.79286
 SETPOINT  4 CHANGE:    11.95660-->    11.95474
 SETPOINT 10 CHANGE:    84.83920-->    84.92755
 SETPOINT  9 CHANGE:   238.79286-->   238.79539
 SETPOINT  4 CHANGE:    11.95474-->    11.95288
 SETPOINT 10 CHANGE:    84.92755-->    85.01697
 SETPOINT  9 CHANGE:   238.79539-->   238.79796
 SETPOINT  4 CHANGE:    11.95288-->    11.95103
 SETPOINT 10 CHANGE:    85.01697-->    85.10573
 SETPOINT  9 CHANGE:   238.79796-->   238.80057
 SETPOINT  4 CHANGE:    11.95103-->    11.94916
 SETPOINT 10 CHANGE:    85.10573-->    85.19215
 SETPOINT  9 CHANGE:   238.80057-->   238.80321
 SETPOINT  4 CHANGE:    11.94916-->    11.94729
 SETPOINT 10 CHANGE:    85.19215-->    85.27463
 SETPOINT  9 CHANGE:   238.80321-->   238.80588
 SETPOINT  4 CHANGE:    11.94729-->    11.94540
 SETPOINT 10 CHANGE:    85.27463-->    85.35170
 SETPOINT  9 CHANGE:   238.80588-->   238.80860
 SETPOINT  4 CHANGE:    11.94540-->    11.94350
 SETPOINT 10 CHANGE:    85.35170-->    85.42204
 SETPOINT  9 CHANGE:   238.80860-->   238.81136
 SETPOINT  4 CHANGE:    11.94350-->    11.94158
 SETPOINT 10 CHANGE:    85.42204-->    85.48454
 SETPOINT  9 CHANGE:   238.81136-->   238.81417
 SETPOINT  4 CHANGE:    11.94158-->    11.93964
 SETPOINT 10 CHANGE:    85.48454-->    85.53826
 SETPOINT  9 CHANGE:   238.81417-->   238.81702
 SETPOINT  4 CHANGE:    11.93964-->    11.93768
 SETPOINT 10 CHANGE:    85.53826-->    85.58250
 SETPOINT  9 CHANGE:   238.81702-->   238.81992
 SETPOINT  4 CHANGE:    11.93768-->    11.93570
 SETPOINT 10 CHANGE:    85.58250-->    85.61682
 SETPOINT  9 CHANGE:   238.81992-->   238.82286
 SETPOINT  4 CHANGE:    11.93570-->    11.93370
 SETPOINT 10 CHANGE:    85.61682-->    85.64100
 SETPOINT  9 CHANGE:   238.82286-->   238.82585
 SETPOINT  4 CHANGE:    11.93370-->    11.93169
 SETPOINT 10 CHANGE:    85.64100-->    85.65507
 SETPOINT  9 CHANGE:   238.82585-->   238.82890
 SETPOINT  4 CHANGE:    11.93169-->    11.92965
 SETPOINT 10 CHANGE:    85.65507-->    85.65931
 SETPOINT  9 CHANGE:   238.82890-->   238.83200
 SETPOINT  4 CHANGE:    11.92965-->    11.92760
 SETPOINT 10 CHANGE:    85.65931-->    85.65423
 SETPOINT  9 CHANGE:   238.83200-->   238.83515
 SETPOINT  4 CHANGE:    11.92760-->    11.92554
 SETPOINT 10 CHANGE:    85.65423-->    85.64057
 SETPOINT  9 CHANGE:   238.83515-->   238.83836
 SETPOINT  4 CHANGE:    11.92554-->    11.92346
 SETPOINT 10 CHANGE:    85.64057-->    85.61924
 SETPOINT  9 CHANGE:   238.83836-->   238.84162
 SETPOINT  4 CHANGE:    11.92346-->    11.92138
 SETPOINT 10 CHANGE:    85.61924-->    85.59135
 SETPOINT  9 CHANGE:   238.84162-->   238.84494
 SETPOINT  4 CHANGE:    11.92138-->    11.91929
 SETPOINT 10 CHANGE:    85.59135-->    85.55815
 SETPOINT  9 CHANGE:   238.84494-->   238.84833
 SETPOINT  4 CHANGE:    11.91929-->    11.91721
 SETPOINT 10 CHANGE:    85.55815-->    85.52100
 SETPOINT  9 CHANGE:   238.84833-->   238.85177
 SETPOINT  4 CHANGE:    11.91721-->    11.91512
 SETPOINT 10 CHANGE:    85.52100-->    85.48133
 SETPOINT  9 CHANGE:   238.85177-->   238.85527
 SETPOINT  4 CHANGE:    11.91512-->    11.91305
 SETPOINT 10 CHANGE:    85.48133-->    85.44063
 SETPOINT  9 CHANGE:   238.85527-->   238.85884
 SETPOINT  4 CHANGE:    11.91305-->    11.91099
 SETPOINT 10 CHANGE:    85.44063-->    85.40040
 SETPOINT  9 CHANGE:   238.85884-->   238.86247
 SETPOINT  4 CHANGE:    11.91099-->    11.90894
 SETPOINT 10 CHANGE:    85.40040-->    85.36211
 SETPOINT  9 CHANGE:   238.86247-->   238.86617
 SETPOINT  4 CHANGE:    11.90894-->    11.90691
 SETPOINT 10 CHANGE:    85.36211-->    85.32718
 SETPOINT  9 CHANGE:   238.86617-->   238.86993
 SETPOINT  4 CHANGE:    11.90691-->    11.90491
 SETPOINT 10 CHANGE:    85.32718-->    85.29692
 SETPOINT  9 CHANGE:   238.86993-->   238.87376
 SETPOINT  4 CHANGE:    11.90491-->    11.90293
 SETPOINT 10 CHANGE:    85.29692-->    85.27254
 SETPOINT  9 CHANGE:   238.87376-->   238.87766
 SETPOINT  4 CHANGE:    11.90293-->    11.90098
 SETPOINT 10 CHANGE:    85.27254-->    85.25509
 SETPOINT  9 CHANGE:   238.87766-->   238.88163
 SETPOINT  4 CHANGE:    11.90098-->    11.89905
 SETPOINT 10 CHANGE:    85.25509-->    85.24546
 SETPOINT  9 CHANGE:   238.88163-->   238.88567
 SETPOINT  4 CHANGE:    11.89905-->    11.89716
 SETPOINT 10 CHANGE:    85.24546-->    85.24434
 SETPOINT  9 CHANGE:   238.88567-->   238.88979
 SETPOINT  4 CHANGE:    11.89716-->    11.89530
 SETPOINT 10 CHANGE:    85.24434-->    85.25222
 SETPOINT  9 CHANGE:   238.88979-->   238.89397
 SETPOINT  4 CHANGE:    11.89530-->    11.89348
 SETPOINT 10 CHANGE:    85.25222-->    85.26938
 SETPOINT  9 CHANGE:   238.89397-->   238.89823
 SETPOINT  4 CHANGE:    11.89348-->    11.89168
 SETPOINT 10 CHANGE:    85.26938-->    85.29591
 SETPOINT  9 CHANGE:   238.89823-->   238.90257
 SETPOINT  4 CHANGE:    11.89168-->    11.88992
 SETPOINT 10 CHANGE:    85.29591-->    85.33164
 SETPOINT  9 CHANGE:   238.90257-->   238.90699
 SETPOINT  4 CHANGE:    11.88992-->    11.88819
 SETPOINT 10 CHANGE:    85.33164-->    85.37625
 SETPOINT  9 CHANGE:   238.90699-->   238.91148
 SETPOINT  4 CHANGE:    11.88819-->    11.88649
 SETPOINT 10 CHANGE:    85.37625-->    85.42917
 SETPOINT  9 CHANGE:   238.91148-->   238.91605
 SETPOINT  4 CHANGE:    11.88649-->    11.88482
 SETPOINT 10 CHANGE:    85.42917-->    85.48969
 SETPOINT  9 CHANGE:   238.91605-->   238.92071
 SETPOINT  4 CHANGE:    11.88482-->    11.88318
 SETPOINT 10 CHANGE:    85.48969-->    85.55692
 SETPOINT  9 CHANGE:   238.92071-->   238.92544
 SETPOINT  4 CHANGE:    11.88318-->    11.88155
 SETPOINT 10 CHANGE:    85.55692-->    85.62984
 SETPOINT  9 CHANGE:   238.92544-->   238.93026
 SETPOINT  4 CHANGE:    11.88155-->    11.87995
 SETPOINT 10 CHANGE:    85.62984-->    85.70732
 SETPOINT  9 CHANGE:   238.93026-->   238.93516
 SETPOINT  4 CHANGE:    11.87995-->    11.87836
 SETPOINT 10 CHANGE:    85.70732-->    85.78812
 SETPOINT  9 CHANGE:   238.93516-->   238.94014
 SETPOINT  4 CHANGE:    11.87836-->    11.87679
 SETPOINT 10 CHANGE:    85.78812-->    85.87099
 SETPOINT  9 CHANGE:   238.94014-->   238.94522
 SETPOINT  4 CHANGE:    11.87679-->    11.87523
 SETPOINT 10 CHANGE:    85.87099-->    85.95462
 SETPOINT  9 CHANGE:   238.94522-->   238.95037
 SETPOINT  4 CHANGE:    11.87523-->    11.87368
 SETPOINT 10 CHANGE:    85.95462-->    86.03771
 SETPOINT  9 CHANGE:   238.95037-->   238.95562
 SETPOINT  4 CHANGE:    11.87368-->    11.87213
 SETPOINT 10 CHANGE:    86.03771-->    86.11901
 SETPOINT  9 CHANGE:   238.95562-->   238.96095
 SETPOINT  4 CHANGE:    11.87213-->    11.87058
 SETPOINT 10 CHANGE:    86.11901-->    86.19730
 SETPOINT  9 CHANGE:   238.96095-->   238.96638
 SETPOINT  4 CHANGE:    11.87058-->    11.86904
 SETPOINT 10 CHANGE:    86.19730-->    86.27148
 SETPOINT  9 CHANGE:   238.96638-->   238.97189
 SETPOINT  4 CHANGE:    11.86904-->    11.86749
 SETPOINT 10 CHANGE:    86.27148-->    86.34056
 SETPOINT  9 CHANGE:   238.97189-->   238.97750
 SETPOINT  4 CHANGE:    11.86749-->    11.86594
 SETPOINT 10 CHANGE:    86.34056-->    86.40367
 SETPOINT  9 CHANGE:   238.97750-->   238.98320
 SETPOINT  4 CHANGE:    11.86594-->    11.86438
 SETPOINT 10 CHANGE:    86.40367-->    86.46010
 SETPOINT  9 CHANGE:   238.98320-->   238.98899
 SETPOINT  4 CHANGE:    11.86438-->    11.86282
 SETPOINT 10 CHANGE:    86.46010-->    86.50930
 SETPOINT  9 CHANGE:   238.98899-->   238.99487
 SETPOINT  4 CHANGE:    11.86282-->    11.86125
 SETPOINT 10 CHANGE:    86.50930-->    86.55092
 SETPOINT  9 CHANGE:   238.99487-->   239.00085
 SETPOINT  4 CHANGE:    11.86125-->    11.85967
 SETPOINT 10 CHANGE:    86.55092-->    86.58476
 SETPOINT  9 CHANGE:   239.00085-->   239.00693
 SETPOINT  4 CHANGE:    11.85967-->    11.85809
 SETPOINT 10 CHANGE:    86.58476-->    86.61083
 SETPOINT  9 CHANGE:   239.00693-->   239.01310
 SETPOINT  4 CHANGE:    11.85809-->    11.85650
 SETPOINT 10 CHANGE:    86.61083-->    86.62930
 SETPOINT  9 CHANGE:   239.01310-->   239.01937
 SETPOINT  4 CHANGE:    11.85650-->    11.85490
 SETPOINT 10 CHANGE:    86.62930-->    86.64053
 SETPOINT  9 CHANGE:   239.01937-->   239.02573
 SETPOINT  4 CHANGE:    11.85490-->    11.85331
 SETPOINT 10 CHANGE:    86.64053-->    86.64504
 SETPOINT  9 CHANGE:   239.02573-->   239.03219
 SETPOINT  4 CHANGE:    11.85331-->    11.85171
 SETPOINT 10 CHANGE:    86.64504-->    86.64351
 SETPOINT  9 CHANGE:   239.03219-->   239.03875
 SETPOINT  4 CHANGE:    11.85171-->    11.85011
 SETPOINT 10 CHANGE:    86.64351-->    86.63672
 SETPOINT  9 CHANGE:   239.03875-->   239.04541
 SETPOINT  4 CHANGE:    11.85011-->    11.84852
 SETPOINT 10 CHANGE:    86.63672-->    86.62561
 SETPOINT  9 CHANGE:   239.04541-->   239.05217
 SETPOINT  4 CHANGE:    11.84852-->    11.84694
 SETPOINT 10 CHANGE:    86.62561-->    86.61116
 SETPOINT  9 CHANGE:   239.05217-->   239.05903
 SETPOINT  4 CHANGE:    11.84694-->    11.84536
 SETPOINT 10 CHANGE:    86.61116-->    86.59444
 SETPOINT  9 CHANGE:   239.05903-->   239.06598
 SETPOINT  4 CHANGE:    11.84536-->    11.84379
 SETPOINT 10 CHANGE:    86.59444-->    86.57657
 SETPOINT  9 CHANGE:   239.06598-->   239.07304
 SETPOINT  4 CHANGE:    11.84379-->    11.84225
 SETPOINT 10 CHANGE:    86.57657-->    86.55864
 SETPOINT  9 CHANGE:   239.07304-->   239.08020
 SETPOINT  4 CHANGE:    11.84225-->    11.84071
 SETPOINT 10 CHANGE:    86.55864-->    86.54178
 SETPOINT  9 CHANGE:   239.08020-->   239.08746
 SETPOINT  4 CHANGE:    11.84071-->    11.83920
 SETPOINT 10 CHANGE:    86.54178-->    86.52703
 SETPOINT  9 CHANGE:   239.08746-->   239.09482
 SETPOINT  4 CHANGE:    11.83920-->    11.83771
 SETPOINT 10 CHANGE:    86.52703-->    86.51540
 SETPOINT  9 CHANGE:   239.09482-->   239.10228
 SETPOINT  4 CHANGE:    11.83771-->    11.83625
 SETPOINT 10 CHANGE:    86.51540-->    86.50780
 SETPOINT  9 CHANGE:   239.10228-->   239.10985
 SETPOINT  4 CHANGE:    11.83625-->    11.83481
 SETPOINT 10 CHANGE:    86.50780-->    86.50503
 SETPOINT  9 CHANGE:   239.10985-->   239.11751
 SETPOINT  4 CHANGE:    11.83481-->    11.83340
 SETPOINT 10 CHANGE:    86.50503-->    86.50777
 SETPOINT  9 CHANGE:   239.11751-->   239.12528
 SETPOINT  4 CHANGE:    11.83340-->    11.83202
 SETPOINT 10 CHANGE:    86.50777-->    86.51657
 SETPOINT  9 CHANGE:   239.12528-->   239.13316
 SETPOINT  4 CHANGE:    11.83202-->    11.83066
 SETPOINT 10 CHANGE:    86.51657-->    86.53181
 SETPOINT  9 CHANGE:   239.13316-->   239.14113
 SETPOINT  4 CHANGE:    11.83066-->    11.82934
 SETPOINT 10 CHANGE:    86.53181-->    86.55375
 SETPOINT  9 CHANGE:   239.14113-->   239.14921
 SETPOINT  4 CHANGE:    11.82934-->    11.82805
 SETPOINT 10 CHANGE:    86.55375-->    86.58245
 SETPOINT  9 CHANGE:   239.14921-->   239.15740
 SETPOINT  4 CHANGE:    11.82805-->    11.82678
 SETPOINT 10 CHANGE:    86.58245-->    86.61784
 SETPOINT  9 CHANGE:   239.15740-->   239.16569
 SETPOINT  4 CHANGE:    11.82678-->    11.82554
